fare_up_limit,fare_low_limit
6.509065515213792,-8.23091206329261
4.917952881576143,-7.040790293862546
4.779762538247465,-6.966586166915588
3.6401919545608044,-6.373127762858599
5.210114637600257,-7.532698387132341
4.33296469447561,-6.553895726182374
4.048396321738508,-6.7534220651751395
5.240971604568757,-7.63227246248779
5.386083364426854,-8.064461890847777
5.943873294015962,-8.17245667841296
5.320973622040832,-7.739534778968974
5.870211555884671,-7.475013482778202
5.103684399966797,-6.176206993979712
4.186399962573313,-7.165827036870553
3.647527694542176,-5.655078330888487
5.2757603178549655,-7.323864628912948
3.414331429692916,-6.001771920415764
5.370477578269208,-7.3083201090516035
5.078540142223281,-7.774576795716696
5.568201941706929,-7.5538174758026155
5.780312028361461,-8.155320493455173
5.140788466937455,-7.662695436019923
4.427822798591895,-6.839192373097845
4.438197160627671,-7.345447650600508
4.813578436776472,-7.523766462181248
5.4407879109309185,-7.526843664858742
3.8612665908360166,-5.698160261016244
5.117848182881037,-7.839330271064981
4.781268733693304,-7.580642587539085
6.065543505479123,-8.050695208532545
5.478135672189946,-7.515281764983237
6.251208779813598,-8.449980875960929
5.4003151382001935,-7.0191153450804045
4.658306779662195,-7.351834616305972
5.234209401205939,-7.306778381301324
4.589204300423094,-6.94904268430674
4.921378450823021,-7.830206223242759
6.014699508185255,-7.7934909925732105
4.1184255224596305,-7.26389553232139
5.140113591010332,-7.802661781386817
5.201432056397085,-7.2323650630320255
5.414858590219923,-7.22959321233549
4.370551010388662,-6.352285932962973
5.398552096444499,-7.926302680446498
4.388413202784334,-7.019729613618964
4.12377776439947,-5.991639517195587
4.118953085985396,-7.079244690968966
4.829045694602278,-7.641654457043186
4.303412278600548,-6.5648574967796325
4.477375910455837,-6.848336398647529
4.453640891542049,-7.109450116569594
5.226121105257866,-7.449736091180785
4.320985482691928,-6.461827198146249
4.337437687580886,-6.996921580609952
5.095972474816571,-7.2653868023884405
5.804300633588721,-8.074286523531473
5.367946484067534,-7.594218128088761
4.891796400582382,-7.923996744107287
4.657184607202185,-8.15096571345618
4.908890661478216,-7.1095283366464255
5.090660581306022,-7.229752248641436
5.839047875170044,-7.9343962129603485
5.169607166727916,-7.437531076381035
4.834205184048748,-7.841055990434274
4.463470557222406,-6.854066168644197
5.547602267003121,-7.601685672667972
4.64350171851098,-6.844373076702152
5.615521123399709,-8.031551743115816
4.961532300704248,-7.829205907234458
4.5403482077553265,-7.151431212205938
4.135263593965388,-6.789118110420568
5.067133178081665,-7.2355115208380365
4.384002193979491,-6.195195657162129
4.16670356501569,-6.800525919979449
4.925446790149554,-7.697510571404153
4.638689541590998,-6.48686604714091
5.315791362759634,-7.8106760586410795
5.467845507019104,-7.3408560973927965
5.263338071979636,-7.417880403712275
5.6225166768565265,-7.466560622044282
4.91834697477556,-7.323539504110386
5.040336581808799,-6.984065963590412
4.425352135470952,-6.599421589535224
4.774888157114676,-7.66904946952824
4.9897014022500175,-7.419722087308538
4.297459157748896,-6.843810327614218
5.809308399722859,-8.190583907165646
5.039786483744465,-7.749374026485291
4.094313235681943,-6.9279309662335455
5.976678523379739,-7.812083175795131
5.91597948213019,-7.696255247074445
5.965224532284953,-8.167486530903815
4.058650666041499,-6.087982636320918
5.322809436388874,-7.543261654694842
5.260449922552131,-8.183981658865255
6.0542850094953256,-7.694242120184029
4.478572460851264,-6.4914150655382485
4.1861517081593815,-7.039009797425682
4.068835427336494,-6.483173959744705
4.620545785634886,-6.543490665358607
4.356518132464394,-6.736194605209051
5.744320483740521,-7.188980756137513
4.750529036864946,-6.780153665936705
4.133061081075442,-6.558726970637334
5.178745018271294,-7.800824302128105
4.788571617240286,-6.756448070517544
4.429930396702213,-7.142324381291216
5.17209561284604,-8.149636947580593
4.510547132246299,-7.3550053387759355
4.260127919079286,-6.840082176551284
4.819964779952935,-7.218199152468861
5.743040365667875,-7.775203792265286
4.796494607295106,-7.027545888665685
5.126984836903415,-7.461145570218868
5.360287891717526,-8.355966406719865
4.48900231593189,-6.82292132719215
4.456443215765809,-6.933673564872722
5.442756069745524,-7.819718671674635
4.634284447648242,-7.114748494047637
3.6647111846258915,-6.806513603845792
4.701833869025566,-6.86663125215499
6.134734441185895,-8.227390446619257
5.909286131322141,-7.523772507157995
5.426248924795649,-8.031949227935721
5.646537897028227,-8.129840451331422
4.535154126783509,-5.995719019385107
3.5850450210672933,-5.922127826161724
5.225180690684073,-7.154429120130461
4.200654848018449,-6.552696459958767
4.827756875403115,-7.491391174395394
4.93030281016291,-7.492100323822099
4.918726465285123,-7.818614532889414
4.074862354517367,-6.14888297044278
5.762000195657129,-7.93738718504035
4.452252807581608,-6.477746387782219
6.545987030265569,-8.401300105363262
4.607061514840508,-6.543987945590883
5.303974483581076,-8.198611930095995
5.364214029801947,-7.643718865599726
4.296783138241673,-6.630311672421266
3.9895001279169384,-6.338457909830703
5.974670492598205,-7.636126960435632
4.639583019157031,-6.589013185766754
5.396847219282049,-7.68349980613803
4.844978187019679,-7.405623103791745
4.984977309623813,-7.276530474581847
4.203809069646589,-6.313571528202859
5.345582482856527,-7.9702214550296535
4.739719815187115,-7.123671146593639
4.463019301423128,-7.033251153260376
3.717643113973833,-5.732937471099439
5.4768712246631965,-7.472073300966232
4.402031274951302,-6.245661139127659
6.116383484432854,-8.336054323851384
5.545264661062294,-8.068358079896479
4.663623378122717,-6.519158179685734
5.5287930736332855,-8.053566082513118
4.907931788984885,-7.727810461516937
3.8272645585709193,-6.60038362190919
6.055167936509841,-8.522184187935963
4.1808381851151815,-7.321581266104863
6.44995944341585,-8.650241234402833
4.097139157001631,-6.6006244293294145
5.694727908810565,-7.958599023322912
4.254312616131847,-6.841422682351661
5.291747193927531,-6.964934699131929
5.126111336944439,-7.437685001083711
5.020782313418931,-7.797451373725719
3.631646135090261,-5.898643844226454
4.795530343451453,-7.213345335485094
5.12469826304417,-7.37399187945808
5.836583189143281,-7.872040386078134
4.4233748537620565,-6.078350909046242
5.1565335137590464,-7.07336821231789
4.1862325368287365,-7.140484154618131
4.784424129116004,-6.797283390225621
4.171259551354722,-6.928815180941296
3.7128798416191606,-6.325313573888181
4.109604246161745,-6.207085507410898
4.556675686717671,-6.5621518492818955
4.322964654337792,-6.489881086969382
4.904199727277821,-7.477845903145351
4.250757908997815,-5.891338059693514
4.618941946211739,-7.190626034369757
6.032245291211366,-8.528057296721354
4.77961839947194,-7.4306595374530415
5.6373727276402565,-7.730768432820515
5.256796207123687,-7.674150825719241
4.967073843579323,-7.318205991559155
4.814121700910763,-7.59237292218696
5.503146084650538,-7.329674476570664
4.870228036687655,-6.820120656375548
5.209751944164722,-7.170769425461164
4.207095753558864,-6.4138676332514
5.023965068122956,-7.19963718632847
5.911942247107588,-7.824470770867499
4.1070493200118445,-5.67534360521585
5.623007784921459,-8.205639895956473
4.668669471810509,-7.043473437548274
4.004320702155726,-6.721768863673386
4.954439832765595,-7.194080831341113
3.878751715249564,-6.049473232059185
3.8269345615555097,-5.860865064295188
4.728998119750489,-7.622996993260245
5.00322150492346,-7.6756620029192755
5.031683923025897,-7.277512518682235
4.76804031138935,-6.722255022171767
4.8096359531569615,-7.994337052675309
5.210612755297654,-7.8303311940676785
5.2716280306205805,-7.940082434358137
4.71317240139808,-6.7725315812931015
5.743001585528094,-7.819424139885
5.018282976567959,-7.643760608791549
4.280223339045769,-6.807739700464047
3.7403879806535785,-6.55931463785837
4.156183703036443,-6.33595771126208
4.656394045558925,-5.956523323026294
5.5256712872025,-8.244494737358124
4.773063003816388,-7.244091513997813
4.827776851200499,-7.927603537938502
3.659415201357334,-5.9315984331985625
6.461212742750255,-8.778468513824421
5.226626499795366,-7.556325675430218
4.609173207163668,-6.726353151256658
5.531860921794224,-7.6985872777519475
3.724797345233079,-6.518695792733385
4.425834950936216,-6.609501423527807
5.6166021841286184,-7.742792647511635
5.580809262698702,-7.975051842563069
4.846649653773826,-7.2048030200454205
5.5910102170130695,-7.674436874485659
4.790252646885023,-7.086918447516268
5.207389137162481,-7.2912378672694755
4.418842861806955,-6.609220503870307
4.794129942568558,-7.447185519671388
5.146751896411152,-7.295859420791341
4.087312784437519,-6.441359171896365
6.147135677584564,-8.343683870534326
5.0322402226301195,-7.1046391897495464
4.315326190979517,-6.936109845904785
4.1224422270124,-6.652483401847781
5.456521929983125,-7.701613671667061
3.9480079564939596,-6.113414796530959
5.081489735669036,-7.481924778981588
4.066366418485272,-6.081794754776401
3.798399961509851,-6.270514435663657
4.601887249729889,-6.734942580846294
5.823428370953114,-8.185304544108359
5.0421573787372616,-7.254865318898302
4.469091576501502,-6.982786640946773
5.0180840155289115,-7.770739318679773
5.480062279242695,-7.809630459611556
4.486659933640679,-6.46979785369681
4.588672402183394,-7.156653476546717
4.384559077003401,-6.826017988375304
5.277744373936752,-7.1679635144955975
5.258918159070995,-7.133069485394303
4.905469902109089,-7.819634770385468
4.801445491500908,-7.662310134222012
5.307196114054898,-8.211482200926493
4.480571754885714,-6.50933684336843
4.2296771264441375,-6.095797065842024
5.606190238425702,-7.442798666249345
4.2729885309563995,-6.4410581683701835
4.774933788235093,-7.2470557105377065
5.675810926836353,-7.6452136347493305
4.515163380050211,-7.3087558932704315
5.562028381213112,-8.133628215401462
3.9916078739389347,-5.961261107326281
5.006871968354553,-7.9387225571007
5.576313957456169,-7.45487411721525
4.47456600720849,-7.033340851675916
5.32210262765733,-7.105771937094692
4.586535583894321,-6.552159228101596
5.443933980859223,-7.996604241748806
4.8964068206614515,-7.261459670652924
4.053344595733001,-6.338156077102155
5.188292326048649,-7.614292303518771
4.786578215612599,-7.073402455401259
4.804463435473424,-7.781167382876612
5.915453362667773,-8.55918591033921
5.861787168392108,-7.7225328366308545
3.9930198000182293,-6.290873577470057
4.415249208625072,-6.931490065170809
4.821136503143433,-7.118945006509288
4.910771852790393,-7.003071505520101
5.012448918629312,-7.057191071061785
5.45791685104004,-8.61135416435102
6.179539725843726,-8.044781298916327
4.771758060668391,-7.5942535046618005
6.160006810006396,-8.11899429063186
5.885367465513598,-7.846977397931498
4.755664930915071,-6.442284311465095
5.62616785744015,-8.144730645236146
4.9187324098521685,-6.758866643477424
5.289736888196171,-7.170185381398642
3.442808936718684,-6.248656505747533
3.8167309368238986,-6.402367238771945
4.628038601413121,-7.182993947969952
5.218553187151284,-8.087334916519337
5.5053174092827035,-7.6953298470109415
4.900721456015873,-7.207171946866332
5.147768454307815,-7.053807169580488
4.682474671813265,-6.464871016417469
4.29627696383966,-6.608551871419983
5.018334101350675,-6.740047953140116
4.704766918992876,-6.966978336253652
5.031362311813149,-7.773184561722989
5.2718056799923625,-7.081715995796781
4.897227242657658,-8.140905023208386
4.755883300245635,-6.8339872037284435
5.1694515559634775,-7.085777340952712
5.40740020939173,-7.650872057357251
6.767447118164188,-8.148858411172332
5.011992930007271,-7.521457378727504
3.7655094920638015,-6.27294790640525
5.031587387214757,-7.278459755496093
5.561622887889801,-7.6019572427478455
5.096858915294148,-7.682324031867381
5.462799065098416,-7.781495186086124
5.013051105475226,-6.748912150287534
4.680435077332714,-6.4765474339299125
5.573357259891414,-7.604874343601923
4.890960191225937,-6.40745719532073
4.650590034806656,-7.244358952372804
5.26299287156239,-7.038274686567468
4.927156705838575,-7.253514785016401
5.438284812596086,-7.755626952411333
5.394050326479283,-7.433515631342646
5.244299064620474,-7.6925506325136785
5.082064632285639,-7.1673091282541295
5.181681256029941,-7.515355834342843
4.109853809653432,-6.432021239550242
5.247266217908963,-6.828384743010122
4.282211341362848,-6.354419971349074
3.904102530436914,-6.123010299920459
4.231809310704715,-7.331002275397451
6.039475807458435,-8.75259716954342
5.275964017577463,-7.493721696941881
5.382731794934133,-7.690110224482798
3.7930212307838347,-6.233414017387643
5.576130501003215,-7.594124813188754
5.78185905379996,-7.912890743953623
6.142416481001831,-8.239845934203526
3.9794471876514237,-6.533064987082833
4.916888425269285,-6.767162152685446
4.516157866086596,-7.818990139575122
5.016691453270239,-7.802788060291773
5.041183202214139,-7.6656119894705235
4.421048588328807,-6.976891821048996
4.336810871519959,-6.023845814485166
6.3596614608681605,-8.029147651282411
4.261330715513702,-6.29847069080602
5.497558019828796,-7.352837332109189
5.365997821153753,-6.8921793068029515
4.1050238121706375,-6.490384631854102
5.646958573641305,-7.477850161629059
6.701591507729427,-8.7755279339985
5.396058006873535,-7.682606731607939
4.460539744860213,-7.038916671933173
5.174520476480115,-7.777512828386502
4.821739898540464,-6.650411227382351
5.0005284770034795,-7.528117607482951
4.846453081669411,-7.038760196315317
4.563007281422977,-6.543580335602069
4.88499159098148,-6.552770254262063
5.100987323859039,-8.257744456360566
5.859130598518389,-8.307579035213418
4.846234475601979,-7.369366878601587
5.256490583049221,-7.568115949703092
5.328711728917351,-7.376931138614883
4.713361038656356,-7.093560953124973
5.433109456127018,-7.559610941879096
6.256373437423323,-7.587501667556284
4.224606052462288,-6.513388876149159
4.988033871796805,-6.716209284753275
5.117594305075998,-8.29295147459793
5.121883567124044,-7.716747713183092
5.325793853654678,-7.9647739973802
4.628907441219756,-7.590597068503964
4.913480282115977,-6.746598338003706
5.018681592984257,-6.85340875910666
4.948633812739638,-6.982948735111952
5.4723216756636095,-7.266622536130852
5.102075967550117,-7.721865057462461
5.608096079986,-7.211643810161387
5.434521926082237,-7.891553781121155
5.368955789817154,-8.154196429440438
5.686784389511154,-7.618202049892317
5.364162514228869,-8.169253686308508
4.531745823381582,-6.4365841915689375
4.945845309016331,-6.806275988971906
5.4879790810446085,-7.667095121499084
4.493887410768334,-6.629156666404995
5.324144398541256,-7.608746866924679
4.4751322507996925,-6.3470498592547475
5.253313000807374,-7.631711386096281
5.158326659328944,-7.308436500908277
6.030804263489656,-8.541048579248248
4.424717043418163,-6.8904179340914755
5.128953096611032,-6.9850371437411525
5.647375383717089,-7.088201875191166
4.704644387625001,-6.886997768893345
6.120103071192515,-7.303840525144526
5.1309548051615295,-6.850475346934486
5.223769052891887,-7.5081681007033145
4.95843854050621,-6.868018251017666
4.926561678982223,-7.473231997593953
4.410218054612821,-7.184093897923954
3.650895609914808,-5.991699383983665
5.214506350613041,-7.6894946424415584
4.626762687415713,-6.575874675298107
4.860017415650958,-7.287474005946943
5.349564163996328,-7.234248284612606
4.563861186159786,-7.424067177586065
4.012605632094261,-6.715999167483361
4.331258202011074,-6.824591122430922
4.250226720421211,-6.7888328729155205
5.9536413680500955,-8.385009480435333
5.058107725736477,-7.945616760299801
5.125044655139109,-7.233004476133435
5.697292178220778,-7.621729335920593
4.257261438135205,-5.8730211328378426
5.813499089944908,-8.045013857668758
4.8818941475108435,-7.176480856941691
5.262726816965008,-7.3846416219204025
4.749765096262871,-6.810656062191551
4.016064584961022,-6.221776135817594
4.728083241775987,-7.598072077761954
4.943284278870799,-7.793844183421913
4.794164669812378,-7.375299095879347
4.771716269639017,-6.980601409735204
5.793509152604785,-7.438424122530006
4.954236780987953,-6.933610016934842
5.906589785372104,-8.509227897945113
5.276932798768225,-7.042011935517359
4.525251462978859,-7.138330869580065
5.2404680835215185,-7.5020539870961205
3.3602563654834485,-6.713111070694984
5.7866144041245695,-8.440735005461462
5.103392759194752,-7.7826720400539156
5.4447632692507115,-7.433042471741511
4.877615677417909,-6.362957273939278
5.478302569792611,-7.032202570048405
5.383869218303262,-7.835222177430261
5.3576162682509185,-7.785497564485166
4.453540511968013,-6.761576498973064
4.653708432495545,-7.025242256512561
5.474610937427467,-8.530221514277402
3.4399957372706655,-5.729510767903848
4.746984248736264,-6.434757169638809
5.581570696542157,-7.3043584530878825
4.827783640039826,-6.959124878922104
5.666316452111494,-7.150794782685048
3.9638242958745327,-6.5118122759233135
3.9773132701625156,-6.36318533853985
5.034349415490249,-7.299475038741413
4.6716685899226675,-6.584035096722727
5.7910842753065825,-8.504308355870677
4.700422025684866,-7.202584111984464
5.4921867118800245,-7.78665676564135
4.977313338904031,-7.057125700043947
4.956367345727067,-6.765092333040005
5.29814228188933,-7.08999584425611
4.53949192585023,-6.304245903543591
4.651248350278896,-6.8817245753340615
4.1348507282374,-6.597529136760275
4.5718339997000585,-7.137105954289598
4.799733410333145,-7.939255968555938
3.6908430934821888,-6.136794389529892
4.927225346452726,-7.2702555714395904
5.981734960340196,-7.418667591966164
4.490498668750458,-6.263376976770136
6.078987316580249,-8.255290125842189
6.058236472633182,-8.510609254569324
4.0254538673742255,-6.206667133432432
6.27779866713844,-8.385300606376585
4.851487584999513,-7.598157762246292
4.681980250136161,-7.372200284909594
5.373070167503554,-7.810244456270594
4.757733665515711,-6.341000896253556
4.525272029358209,-5.777188454626742
5.263682963812022,-7.179659134928365
4.639337350606743,-5.914092293623737
4.541942556755837,-6.872723096482629
4.494512864364594,-6.534829077016568
5.588502174365731,-7.346401970276761
5.417334805194004,-7.548555291434234
5.05574259740999,-7.86405614950144
3.6248293186135423,-6.020172324747405
4.117106049705149,-6.11339140620838
4.990481324236268,-6.867409568389114
4.249864218243965,-6.1258682303109415
4.363925251535928,-6.367815956762522
4.749033163826028,-7.37246384460148
4.802330323239081,-7.58298775960615
4.691636740825588,-6.664026655211424
4.7542565875814855,-7.174569756725882
5.2997932841804785,-8.118937602522767
4.314515623588497,-6.373238450628366
3.9233259271814602,-6.301573628494163
5.352588919080826,-7.078584792428458
5.065517501338232,-6.165099795273058
5.158360868924021,-6.678312522807838
5.182827107999536,-7.871694056578006
5.212838353249717,-6.758970380590081
4.6421851524621855,-7.061939498676397
3.7596072022701175,-6.535425449924897
5.207373119824287,-7.325812150418164
5.1848077909548,-7.152579935661821
4.254261598811119,-6.210562919367092
4.249372937715423,-5.948935039654392
4.978127038244129,-6.78244757119073
4.623161005871825,-6.006514437885954
4.7451385213702055,-7.323589780510884
4.025324568458022,-6.769116044732824
4.391694227677814,-6.1103431370115295
4.70180014057923,-7.248446287555101
5.472364384962528,-8.480238121121827
4.568041446020821,-7.420815153782681
4.497961180766487,-6.353734889692147
5.206227184847696,-7.199568779931808
5.754528595259855,-7.849515762254821
4.567367377812269,-6.219477181265293
4.825882662934456,-7.473747022420272
4.766593098582817,-6.649790710402722
5.251388434579529,-6.912781981995428
4.726867291338472,-7.75185191359075
5.927879720428506,-8.749037173439472
3.9165338214613024,-6.9079540759126346
6.410967822123718,-8.000732156995845
4.74201409403398,-6.282116876218018
4.343547083943114,-6.402004397824326
6.089110844313917,-7.619968600122459
4.592792267932121,-7.105268320677499
4.737198335975044,-6.575408279159857
5.532402595639385,-7.3486751090137306
4.4500714283138345,-7.156880544869183
4.016909144581045,-6.613938560458057
4.863158247779295,-6.653512410997688
4.1673843407502025,-5.91338162065827
4.907622897644341,-6.940374334965228
5.338460919118879,-7.77608143946804
5.2299982748223846,-6.583292050289772
5.878752138782971,-8.530591436917721
3.4846871718110966,-6.3750944115524675
5.070405686083207,-7.183711037945588
4.838840076574709,-7.744877505627096
4.8794919830244465,-8.35668181556721
3.792727315348706,-6.555214104008831
4.0158101010461005,-6.337741209966267
4.012327404731733,-6.226803420789164
4.499218520079626,-6.346169633425912
5.833040783804654,-7.162023930142626
4.73297048820242,-7.001148530052285
5.091584088619069,-7.080003671772681
4.896681314873396,-6.980320692493507
5.1878803206919555,-7.492999834349144
4.934444676052557,-7.981926116174932
5.2847298560623,-6.988669386912402
4.223692553258747,-6.180499322908661
4.837482969826489,-6.816903001940091
4.778005749465577,-7.008144809519859
4.758851576178552,-6.773326909088335
4.366582053244278,-6.47238418795519
6.01546926284247,-8.130967824484706
4.627621056480118,-6.777719607252505
4.682866157117836,-7.027905570006872
4.982838711015773,-8.310467071374553
5.207085177404863,-7.575222015703868
5.749357912889719,-8.003730063345113
3.8849911354101065,-6.213284212992083
5.215515585432557,-7.055135097771713
4.2228193335608015,-5.4372702392674395
4.8549702504224514,-7.402141030970848
4.940100792919314,-6.603878876005757
4.808986761798256,-6.392437131891811
5.1443326211511655,-8.2241988553455
4.624720355596997,-7.637736775424758
4.223024034924891,-6.508916702599766
3.6983333023888108,-5.772949329693962
5.419281461860949,-7.734675972068817
5.255679948717333,-7.4578117348504875
4.341810959721855,-5.995798118472134
4.8631448525989756,-7.277863349576215
4.088472452711808,-6.19222140318989
3.9190684328836314,-5.8869499458064976
4.718702921750536,-7.563257471724108
3.993784932336438,-7.480412622916196
6.0132652019119,-7.900993564739775
4.654707559894456,-6.797562724460486
4.596137300284458,-6.555245310149348
4.929501066679507,-7.324824477567782
5.963950600645465,-8.136929155845653
4.791629264912879,-7.6369762440530735
4.9370786411668774,-6.981226761126587
5.144517098533543,-7.250366330913648
5.1459486570385815,-7.890481465956309
4.78584071375609,-8.10656624365781
4.782982246589712,-6.642107543346935
4.90519226813076,-7.391092933124613
4.40735846508465,-6.344867319642087
5.547493988491692,-7.520597809835321
5.825219780740402,-7.855917752430102
5.221197177540092,-7.824882311734777
4.9078451421444536,-7.343441271084275
5.770001001095296,-7.295208368829001
5.580925220849872,-7.229172568830225
4.263076977018536,-7.4316056446796575
5.587995524019187,-7.798663873593907
4.29300719030285,-6.828074873842877
5.664480848869368,-7.465480369236996
5.161409675404615,-7.025491084546424
5.782109740549229,-7.724289155145874
5.24974378984687,-7.9844219840667305
4.295161546971624,-6.284801610050874
5.254919085392,-7.132488411407021
4.875187947980011,-7.035906764070349
4.408068392442765,-8.088606472504829
4.889032638806209,-6.83640217740312
4.045328382302142,-5.841324977083714
4.4445569311096484,-6.881788974689387
4.975677617629042,-6.683393311495191
4.621981303266876,-6.923022448431697
5.1798620850823225,-7.679138896070484
5.029485534481853,-6.648242018380285
5.396441118793691,-6.7583359701028725
5.086697182715437,-7.771419166628086
4.620903487737845,-7.77770354062989
5.0548887597701215,-7.195627978984592
3.3772477442441957,-5.444828765375723
5.565995955208443,-6.878193706457347
5.11595522717837,-7.584731769338877
4.52377044087255,-6.662604051393175
4.491374590662864,-6.825539628945851
3.742912783000253,-6.3711789578017335
4.931114224835894,-6.53237386089847
4.521162642252454,-7.4013783050171655
3.28710933458122,-6.697025507470059
5.439856995873634,-7.898951628546208
4.777882852967513,-7.112489845554772
4.914997854495613,-6.807603696595924
4.371732140571772,-6.437065908821861
4.154030844329828,-6.246573674138283
4.9050833444557265,-7.355133679533487
4.687272836998444,-7.060756735776813
5.037760182515773,-7.1347423083470085
5.444074806796998,-7.91708567633764
4.674675618584867,-7.989579854084065
5.455021252483016,-7.666845606139205
4.551390619441582,-6.736197603347161
5.143146528159874,-6.971721010973829
5.701446894382324,-7.63590044732851
4.632698545701478,-7.15268629222161
4.588057173768312,-7.48742291518025
4.809347319689842,-6.941939491991021
5.046179796170596,-6.588842962964601
5.678035462260967,-8.076811693204274
4.336202332250744,-8.449394712291376
4.689831119354335,-7.0554990096397585
4.420868719873811,-6.8011965375485515
4.704437970471007,-6.309066348309543
4.467019298599761,-6.834742826042334
